#,Job_ID,WeatherFile, ModelFile, @@building_fabrics@@, @@orientation@@, @@glazing_ratio@@, @@glazing_coating@@, @@overhang@@, @@infiltration_rate@@, @@fresh_air@@, @@lighting_density@@, @@equipment_open@@, @@occupancy_open@@,Message, Warnings, Errors, Hours, Minutes, Seconds,c0: InteriorLights:Electricity [J](RunPeriod),c1: InteriorEquipment:Electricity [J](RunPeriod),c2: Heating:DistrictHeating [J](RunPeriod),c3: Cooling:DistrictCooling [J](RunPeriod)
756,LHS-000756,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,270,50, Non_reflective, Overhang,0.1,0.015,16,15,15,EnergyPlus Completed Successfully,2,0,0,0,11.97,2.49E+11,2.52E+11,1.33E+11,1.57E+11
757,LHS-000757,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,135,25, Non_reflective, Overhang,0.1,0.005,12,10,6,EnergyPlus Completed Successfully,2,0,0,0,11.15,1.89E+11,1.70E+11,4.29E+10,1.70E+11
758,LHS-000758,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,45,75, Reflective, Overhang,0.9,0.01,24,15,9,EnergyPlus Completed Successfully,2,0,0,0,17.85,3.36E+11,1.55E+11,6.62E+11,6.26E+10
759,LHS-000759,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF2,180,50, Reflective, none,0.7,0.01,20,20,12,EnergyPlus Completed Successfully,2,0,0,0,13.78,3.06E+11,2.93E+11,2.28E+11,1.15E+11
760,LHS-000760,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,90,50, Non_reflective, Overhang,0.3,0.01,24,25,15,EnergyPlus Completed Successfully,2,0,0,0,9.8,3.70E+11,4.17E+11,2.46E+11,1.75E+11
761,LHS-000761,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF5,135,75, Reflective, none,0.9,0.02,24,20,9,EnergyPlus Completed Successfully,2,0,0,0,11.95,3.70E+11,3.35E+11,3.42E+11,1.68E+11
762,LHS-000762,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,90,50, Reflective, Overhang,0.7,0.015,12,10,15,EnergyPlus Completed Successfully,2,0,0,0,23.64,1.86E+11,1.30E+11,2.97E+11,4.63E+10
763,LHS-000763,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF3,0,75, Non_reflective, none,0.3,0.015,12,20,15,EnergyPlus Completed Successfully,2,0,0,0,14.59,1.74E+11,2.28E+11,1.78E+11,3.13E+11
764,LHS-000764,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,45,75, Reflective, none,0.5,0.015,20,25,12,EnergyPlus Completed Successfully,2,0,0,0,10.92,3.10E+11,4.17E+11,4.62E+11,1.30E+11
765,LHS-000765,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,180,75, Non_reflective, none,0.9,0.005,8,25,12,EnergyPlus Completed Successfully,2,0,0,0,13.6,1.28E+11,4.17E+11,4.55E+11,1.79E+11
766,LHS-000766,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,90,75, Non_reflective, none,0.1,0.015,20,25,6,EnergyPlus Completed Successfully,2,0,0,0,12.92,2.82E+11,3.02E+11,4.28E+11,2.05E+11
767,LHS-000767,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,180,25, Non_reflective, Overhang,0.9,0.02,4,20,6,EnergyPlus Completed Successfully,2,0,0,0,17.82,6.67E+10,2.28E+11,9.13E+11,1.85E+10
768,LHS-000768,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,270,75, Non_reflective, none,0.3,0.01,16,10,9,EnergyPlus Completed Successfully,2,0,0,0,18.42,2.28E+11,8.16E+10,1.32E+11,3.20E+11
769,LHS-000769,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,135,50, Non_reflective, none,0.5,0.015,4,10,6,EnergyPlus Completed Successfully,2,0,0,0,13.52,6.77E+10,1.70E+11,4.24E+11,1.10E+11
770,LHS-000770,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF5,180,50, Non_reflective, none,0.5,0.015,12,15,6,EnergyPlus Completed Successfully,2,0,0,0,14.74,1.74E+11,1.55E+11,2.59E+11,1.75E+11
771,LHS-000771,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF3,180,50, Reflective, Overhang,0.9,0.005,16,10,15,EnergyPlus Completed Successfully,2,0,0,0,11.84,2.49E+11,1.70E+11,2.77E+11,6.82E+10
772,LHS-000772,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF5,270,50, Reflective, none,0.9,0.005,24,20,6,EnergyPlus Completed Successfully,2,0,0,0,11.63,3.66E+11,3.30E+11,1.26E+11,2.21E+11
773,LHS-000773,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,90,50, Reflective, Overhang,0.9,0.01,4,10,15,EnergyPlus Completed Successfully,2,0,0,0,14.88,6.70E+10,1.67E+11,3.48E+11,3.01E+10
774,LHS-000774,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF2,225,75, Reflective, Overhang,0.3,0.02,24,20,15,EnergyPlus Completed Successfully,2,0,0,0,14.85,3.36E+11,2.28E+11,2.56E+11,1.25E+11
775,LHS-000775,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,270,75, Reflective, none,0.3,0.005,24,20,9,EnergyPlus Completed Successfully,2,0,0,0,12.79,3.36E+11,2.28E+11,6.08E+10,2.97E+11
776,LHS-000776,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,270,25, Non_reflective, none,0.9,0.02,4,10,15,EnergyPlus Completed Successfully,2,0,0,0,10.8,6.77E+10,1.70E+11,4.25E+11,3.19E+10
777,LHS-000777,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,45,75, Reflective, Overhang,0.7,0.015,4,10,9,EnergyPlus Completed Successfully,2,0,0,0,10.33,6.77E+10,1.70E+11,8.40E+11,3.02E+10
778,LHS-000778,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF3,135,75, Reflective, Overhang,0.9,0.01,8,15,15,EnergyPlus Completed Successfully,2,0,0,0,17.42,1.21E+11,1.55E+11,4.14E+11,5.62E+10
779,LHS-000779,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,135,50, Reflective, none,0.9,0.015,4,25,12,EnergyPlus Completed Successfully,2,0,0,0,13.13,6.67E+10,3.02E+11,7.07E+11,3.96E+10
780,LHS-000780,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,0,25, Reflective, none,0.9,0.015,16,20,15,EnergyPlus Completed Successfully,2,0,0,0,12.28,2.28E+11,2.28E+11,6.27E+11,3.32E+10
781,LHS-000781,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,270,75, Reflective, Overhang,0.9,0.005,20,20,15,EnergyPlus Completed Successfully,2,0,0,0,18.17,2.82E+11,2.28E+11,5.64E+11,7.12E+10
782,LHS-000782,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,180,75, Reflective, Overhang,0.7,0.015,20,25,6,EnergyPlus Completed Successfully,2,0,0,0,16.82,3.06E+11,3.74E+11,6.55E+11,8.69E+10
783,LHS-000783,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,315,25, Non_reflective, Overhang,0.1,0.005,4,25,6,EnergyPlus Completed Successfully,2,0,0,0,17.96,6.67E+10,3.02E+11,3.36E+11,5.89E+10
784,LHS-000784,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,225,50, Non_reflective, none,0.7,0.015,16,10,12,EnergyPlus Completed Successfully,2,0,0,0,12.07,2.46E+11,1.67E+11,2.35E+11,1.54E+11
785,LHS-000785,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,90,25, Reflective, Overhang,0.5,0.02,4,15,9,EnergyPlus Completed Successfully,2,0,0,0,14.19,6.70E+10,2.12E+11,7.67E+11,1.27E+10
786,LHS-000786,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF2,225,25, Non_reflective, none,0.9,0.02,16,10,12,EnergyPlus Completed Successfully,2,0,0,0,18.23,2.28E+11,8.16E+10,4.83E+11,3.21E+10
787,LHS-000787,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF3,135,25, Reflective, none,0.3,0.015,8,20,12,EnergyPlus Completed Successfully,2,0,0,0,10.92,1.28E+11,3.35E+11,1.86E+11,8.45E+10
788,LHS-000788,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,45,25, Non_reflective, Overhang,0.3,0.02,8,15,15,EnergyPlus Completed Successfully,2,0,0,0,13.17,1.28E+11,2.52E+11,2.69E+11,4.88E+10
789,LHS-000789,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,0,25, Reflective, none,0.3,0.02,4,15,15,EnergyPlus Completed Successfully,2,0,0,0,11.14,6.77E+10,2.52E+11,2.31E+11,5.18E+10
790,LHS-000790,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,180,75, Reflective, Overhang,0.9,0.01,16,25,12,EnergyPlus Completed Successfully,2,0,0,0,14.83,2.49E+11,4.17E+11,3.01E+11,1.31E+11
791,LHS-000791,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,180,75, Non_reflective, none,0.3,0.01,24,20,15,EnergyPlus Completed Successfully,2,0,0,0,13.84,3.66E+11,2.93E+11,2.93E+10,5.65E+11
792,LHS-000792,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,180,75, Reflective, Overhang,0.9,0.01,4,25,6,EnergyPlus Completed Successfully,2,0,0,0,14.64,6.70E+10,4.12E+11,4.58E+11,7.35E+10
793,LHS-000793,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,270,25, Reflective, Overhang,0.3,0.005,8,10,6,EnergyPlus Completed Successfully,2,0,0,0,18.39,1.27E+11,1.30E+11,1.76E+11,4.45E+10
794,LHS-000794,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,0,25, Reflective, none,0.1,0.005,16,25,15,EnergyPlus Completed Successfully,2,0,0,0,16.58,2.46E+11,3.74E+11,8.96E+09,3.95E+11
795,LHS-000795,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,90,75, Reflective, none,0.1,0.01,24,15,6,EnergyPlus Completed Successfully,2,0,0,0,13.41,3.36E+11,1.55E+11,4.52E+11,9.89E+10
796,LHS-000796,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF1,90,75, Non_reflective, none,0.7,0.02,24,10,9,EnergyPlus Completed Successfully,2,0,0,0,11.22,3.66E+11,1.67E+11,6.84E+11,1.11E+11
797,LHS-000797,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,270,25, Reflective, none,0.9,0.02,4,25,12,EnergyPlus Completed Successfully,2,0,0,0,18.24,6.67E+10,3.02E+11,3.88E+11,3.51E+10
798,LHS-000798,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,0,50, Non_reflective, none,0.9,0.02,20,25,9,EnergyPlus Completed Successfully,2,0,0,0,14.93,3.06E+11,3.74E+11,2.71E+11,2.10E+11
799,LHS-000799,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF3,45,75, Reflective, Overhang,0.3,0.02,12,20,6,EnergyPlus Completed Successfully,2,0,0,0,18.68,1.74E+11,2.28E+11,4.26E+11,8.81E+10
800,LHS-000800,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,180,75, Non_reflective, none,0.9,0.015,8,20,15,EnergyPlus Completed Successfully,2,0,0,0,23.41,1.27E+11,2.93E+11,2.36E+11,2.41E+11
801,LHS-000801,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF1,225,50, Reflective, Overhang,0.7,0.015,12,25,9,EnergyPlus Completed Successfully,2,0,0,0,11.33,1.86E+11,4.12E+11,5.93E+11,6.00E+10
802,LHS-000802,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF5,90,25, Non_reflective, Overhang,0.1,0.01,8,20,12,EnergyPlus Completed Successfully,2,0,0,0,15.74,1.28E+11,3.35E+11,2.57E+10,2.09E+11
803,LHS-000803,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,270,50, Non_reflective, Overhang,0.7,0.005,16,15,9,EnergyPlus Completed Successfully,2,0,0,0,12.76,2.46E+11,2.49E+11,1.93E+11,1.32E+11
804,LHS-000804,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,0,75, Non_reflective, none,0.9,0.005,24,20,15,EnergyPlus Completed Successfully,2,0,0,0,8.93,3.66E+11,3.30E+11,1.41E+11,3.46E+11
805,LHS-000805,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,180,75, Non_reflective, Overhang,0.7,0.005,16,25,6,EnergyPlus Completed Successfully,2,0,0,0,15.33,2.46E+11,4.12E+11,8.70E+10,3.58E+11
806,LHS-000806,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,135,50, Reflective, none,0.7,0.005,24,15,12,EnergyPlus Completed Successfully,2,0,0,0,19.77,3.66E+11,2.12E+11,4.24E+11,8.26E+10
807,LHS-000807,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF5,90,25, Reflective, none,0.7,0.02,8,15,6,EnergyPlus Completed Successfully,2,0,0,0,10.51,1.27E+11,2.49E+11,5.99E+11,3.66E+10
808,LHS-000808,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,90,25, Non_reflective, none,0.1,0.005,20,15,12,EnergyPlus Completed Successfully,2,0,0,0,10.2,3.10E+11,2.52E+11,3.63E+10,2.21E+11
809,LHS-000809,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,180,25, Non_reflective, Overhang,0.5,0.02,4,10,12,EnergyPlus Completed Successfully,2,0,0,0,11.05,6.77E+10,1.70E+11,7.26E+11,1.58E+10
810,LHS-000810,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF5,225,75, Non_reflective, Overhang,0.9,0.005,16,20,9,EnergyPlus Completed Successfully,2,0,0,0,11.11,2.46E+11,3.30E+11,1.15E+11,3.08E+11
811,LHS-000811,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,0,75, Non_reflective, none,0.3,0.005,24,15,9,EnergyPlus Completed Successfully,2,0,0,0,15.04,3.66E+11,2.12E+11,3.41E+10,5.58E+11
812,LHS-000812,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,135,75, Non_reflective, Overhang,0.1,0.01,4,15,6,EnergyPlus Completed Successfully,2,0,0,0,19.19,6.70E+10,2.12E+11,4.94E+11,1.03E+11
813,LHS-000813,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,315,50, Reflective, Overhang,0.5,0.015,20,15,15,EnergyPlus Completed Successfully,2,0,0,0,24,3.06E+11,2.12E+11,2.12E+11,1.03E+11
814,LHS-000814,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF2,135,25, Non_reflective, none,0.9,0.01,20,15,9,EnergyPlus Completed Successfully,2,0,0,0,14.46,3.06E+11,2.12E+11,2.88E+11,7.93E+10
815,LHS-000815,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,90,25, Non_reflective, none,0.7,0.01,20,10,15,EnergyPlus Completed Successfully,2,0,0,0,16.06,3.06E+11,1.30E+11,1.95E+11,9.60E+10
816,LHS-000816,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,135,25, Reflective, Overhang,0.7,0.015,8,15,6,EnergyPlus Completed Successfully,2,0,0,0,11.74,1.27E+11,2.49E+11,5.24E+11,3.10E+10
817,LHS-000817,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,315,75, Reflective, none,0.9,0.005,8,15,12,EnergyPlus Completed Successfully,2,0,0,0,14.11,1.27E+11,2.12E+11,2.31E+11,1.25E+11
818,LHS-000818,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF1,90,75, Non_reflective, none,0.7,0.005,20,25,15,EnergyPlus Completed Successfully,2,0,0,0,10.27,3.06E+11,4.12E+11,3.15E+11,2.25E+11
819,LHS-000819,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,135,75, Reflective, Overhang,0.5,0.02,8,15,6,EnergyPlus Completed Successfully,2,0,0,0,14.35,1.21E+11,1.55E+11,4.60E+11,6.42E+10
820,LHS-000820,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,315,75, Reflective, Overhang,0.3,0.005,24,25,12,EnergyPlus Completed Successfully,2,0,0,0,15.48,3.66E+11,4.12E+11,8.88E+10,2.74E+11
821,LHS-000821,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,270,50, Reflective, none,0.3,0.01,4,20,15,EnergyPlus Completed Successfully,2,0,0,0,18.9,6.70E+10,2.93E+11,1.66E+11,1.08E+11
822,LHS-000822,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,270,50, Reflective, none,0.5,0.01,4,20,15,EnergyPlus Completed Successfully,2,0,0,0,9.48,6.77E+10,3.35E+11,1.50E+11,1.17E+11
823,LHS-000823,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,270,25, Non_reflective, none,0.1,0.005,4,20,9,EnergyPlus Completed Successfully,2,0,0,0,15.02,6.70E+10,2.93E+11,3.00E+11,7.36E+10
824,LHS-000824,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,270,50, Non_reflective, none,0.5,0.02,24,15,15,EnergyPlus Completed Successfully,2,0,0,0,11.07,3.66E+11,2.49E+11,1.34E+11,2.55E+11
825,LHS-000825,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,135,75, Non_reflective, Overhang,0.3,0.005,12,25,12,EnergyPlus Completed Successfully,2,0,0,0,20.94,1.74E+11,3.02E+11,4.58E+10,4.02E+11
826,LHS-000826,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,315,25, Reflective, Overhang,0.5,0.015,8,20,12,EnergyPlus Completed Successfully,2,0,0,0,11.79,1.27E+11,3.30E+11,2.83E+11,4.61E+10
827,LHS-000827,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,0,25, Non_reflective, Overhang,0.9,0.02,12,20,12,EnergyPlus Completed Successfully,2,0,0,0,10.24,1.89E+11,3.35E+11,3.37E+11,7.30E+10
828,LHS-000828,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,270,25, Reflective, Overhang,0.5,0.015,8,25,12,EnergyPlus Completed Successfully,2,0,0,0,10.21,1.27E+11,4.12E+11,2.42E+11,6.46E+10
829,LHS-000829,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,180,25, Reflective, Overhang,0.7,0.01,24,10,6,EnergyPlus Completed Successfully,2,0,0,0,23.54,3.66E+11,1.30E+11,2.93E+11,5.88E+10
830,LHS-000830,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,225,75, Non_reflective, none,0.9,0.015,20,15,12,EnergyPlus Completed Successfully,2,0,0,0,23.1,3.06E+11,2.12E+11,2.30E+11,2.77E+11
831,LHS-000831,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,0,75, Reflective, Overhang,0.5,0.01,4,10,15,EnergyPlus Completed Successfully,2,0,0,0,11.55,6.77E+10,1.70E+11,3.68E+11,5.00E+10
832,LHS-000832,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF2,225,25, Reflective, Overhang,0.3,0.005,24,25,6,EnergyPlus Completed Successfully,2,0,0,0,22.89,3.66E+11,3.74E+11,6.57E+10,2.13E+11
833,LHS-000833,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,90,50, Reflective, none,0.5,0.005,12,25,12,EnergyPlus Completed Successfully,2,0,0,0,14.8,1.86E+11,3.74E+11,1.12E+11,1.80E+11
834,LHS-000834,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF4,315,25, Reflective, Overhang,0.1,0.01,8,10,9,EnergyPlus Completed Successfully,2,0,0,0,19.82,1.21E+11,8.16E+10,1.45E+11,3.75E+10
835,LHS-000835,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF4,225,50, Reflective, none,0.9,0.005,12,25,9,EnergyPlus Completed Successfully,2,0,0,0,13.81,1.89E+11,4.17E+11,1.47E+11,1.75E+11
836,LHS-000836,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,45,25, Non_reflective, Overhang,0.5,0.015,20,25,9,EnergyPlus Completed Successfully,2,0,0,0,12.1,3.06E+11,4.12E+11,1.68E+11,1.56E+11
837,LHS-000837,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF5,90,50, Non_reflective, none,0.3,0.015,12,20,15,EnergyPlus Completed Successfully,2,0,0,0,11.39,1.86E+11,3.30E+11,6.62E+10,3.04E+11
838,LHS-000838,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF4,315,75, Non_reflective, Overhang,0.9,0.015,24,15,12,EnergyPlus Completed Successfully,2,0,0,0,16.99,3.66E+11,2.12E+11,2.18E+11,2.53E+11
839,LHS-000839,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,180,25, Reflective, none,0.3,0.01,16,10,12,EnergyPlus Completed Successfully,2,0,0,0,14.39,2.46E+11,1.30E+11,1.52E+11,7.19E+10
840,LHS-000840,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF1,270,75, Reflective, Overhang,0.5,0.02,16,25,15,EnergyPlus Completed Successfully,2,0,0,0,14.24,2.28E+11,3.02E+11,5.68E+11,7.32E+10
841,LHS-000841,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,270,25, Reflective, Overhang,0.3,0.01,8,15,15,EnergyPlus Completed Successfully,2,0,0,0,19.81,1.27E+11,2.12E+11,1.56E+11,5.28E+10
842,LHS-000842,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,135,25, Non_reflective, Overhang,0.3,0.02,24,25,6,EnergyPlus Completed Successfully,2,0,0,0,12.47,3.66E+11,4.12E+11,3.12E+11,1.36E+11
843,LHS-000843,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF1,315,75, Reflective, Overhang,0.1,0.02,16,15,15,EnergyPlus Completed Successfully,2,0,0,0,20.58,2.46E+11,2.12E+11,4.85E+11,7.21E+10
844,LHS-000844,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,225,75, Reflective, Overhang,0.5,0.005,4,25,15,EnergyPlus Completed Successfully,2,0,0,0,10.94,6.70E+10,4.12E+11,1.51E+11,1.50E+11
845,LHS-000845,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,45,25, Non_reflective, Overhang,0.3,0.015,24,25,12,EnergyPlus Completed Successfully,2,0,0,0,12.56,3.66E+11,4.12E+11,7.51E+10,2.34E+11
846,LHS-000846,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF3,135,75, Reflective, none,0.9,0.02,16,20,6,EnergyPlus Completed Successfully,2,0,0,0,19.09,2.28E+11,2.28E+11,5.64E+11,8.90E+10
847,LHS-000847,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF5,45,50, Non_reflective, none,0.7,0.01,8,25,6,EnergyPlus Completed Successfully,2,0,0,0,12.49,1.27E+11,4.12E+11,1.91E+11,2.27E+11
848,LHS-000848,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF5,315,50, Reflective, Overhang,0.5,0.005,12,10,9,EnergyPlus Completed Successfully,2,0,0,0,12.21,1.89E+11,1.70E+11,1.34E+11,1.12E+11
849,LHS-000849,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,135,25, Non_reflective, none,0.3,0.005,8,20,12,EnergyPlus Completed Successfully,2,0,0,0,22.2,1.27E+11,2.93E+11,3.04E+10,2.20E+11
850,LHS-000850,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF5,90,75, Non_reflective, Overhang,0.5,0.015,4,25,9,EnergyPlus Completed Successfully,2,0,0,0,17.99,6.70E+10,3.74E+11,1.77E+11,2.56E+11
851,LHS-000851,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF1,225,25, Reflective, Overhang,0.5,0.01,12,10,15,EnergyPlus Completed Successfully,2,0,0,0,14.07,1.89E+11,1.70E+11,5.11E+11,2.18E+10
852,LHS-000852,GBR_London.Gatwick.037760_IWEC.epw, Type4_CDO.imf, BF3,180,50, Non_reflective, Overhang,0.1,0.015,20,15,6,EnergyPlus Completed Successfully,2,0,0,0,18.9,3.06E+11,2.12E+11,2.07E+11,1.85E+11
853,LHS-000853,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF2,180,25, Reflective, none,0.3,0.01,12,10,15,EnergyPlus Completed Successfully,2,0,0,0,12.79,1.74E+11,8.16E+10,2.41E+11,2.79E+10
854,LHS-000854,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF4,45,25, Reflective, Overhang,0.7,0.01,20,20,9,EnergyPlus Completed Successfully,2,0,0,0,10.45,3.06E+11,3.30E+11,1.53E+11,1.19E+11
855,LHS-000855,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF3,45,75, Reflective, Overhang,0.9,0.02,16,20,15,EnergyPlus Completed Successfully,2,0,0,0,11,2.46E+11,3.30E+11,3.67E+11,1.00E+11
856,LHS-000856,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,225,25, Reflective, Overhang,0.3,0.02,20,25,15,EnergyPlus Completed Successfully,2,0,0,0,9.77,3.06E+11,4.12E+11,1.43E+11,1.23E+11
857,LHS-000857,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF1,45,25, Non_reflective, Overhang,0.3,0.005,4,10,15,EnergyPlus Completed Successfully,2,0,0,0,10.6,6.70E+10,1.67E+11,4.07E+11,2.33E+10
858,LHS-000858,GBR_London.Gatwick.037760_IWEC.epw, Type1_OD.imf, BF2,135,75, Reflective, none,0.3,0.01,20,25,12,EnergyPlus Completed Successfully,2,0,0,0,10.45,3.10E+11,4.17E+11,1.35E+11,2.26E+11
859,LHS-000859,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF2,135,25, Reflective, none,0.1,0.015,16,25,6,EnergyPlus Completed Successfully,2,0,0,0,18.05,2.28E+11,3.02E+11,2.05E+11,9.53E+10
860,LHS-000860,GBR_London.Gatwick.037760_IWEC.epw, Type3_OA.imf, BF2,90,50, Non_reflective, Overhang,0.5,0.015,20,20,9,EnergyPlus Completed Successfully,2,0,0,0,11.35,3.06E+11,3.30E+11,2.47E+11,1.38E+11
861,LHS-000861,GBR_London.Gatwick.037760_IWEC.epw, Type2_CS.imf, BF5,315,50, Non_reflective, Overhang,0.5,0.015,16,10,15,EnergyPlus Completed Successfully,2,0,0,0,14.17,2.28E+11,8.16E+10,1.80E+11,1.46E+11
